Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_1:Integer -> 4) 171),4,3,364.42,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then (if False then 1 else 4) else 1),7,3,591.668,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if (if True then True else False) then (\fresh_12:Double -> 4) else (\fresh_12:Double -> 4)) -282.34059999686883),11,4,953.51,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if (if (! False) then (if True then False else False) else False) then 4 else (if False then (if False then 1 else 1) else 4)),18,4,1624.515,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then (if True then 4 else (if False then 1 else 1)) else 1),10,4,864.669,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if False then 1 else 4),4,2,342.842,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if (if True then True else False) then 4 else 4),7,3,595.56,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then 4 else 1),4,2,342.053,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_23:Boolean -> 4) False),4,3,364.089,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then 4 else 1),4,2,342.053,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if True then (\fresh_26:Integer -> 4) else (\fresh_26:Integer -> fresh_26)) (if (if False then True else False) then (if False then -62 else 594) else 1069)),17,4,1533.675,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_34:Boolean -> (if fresh_34 then 4 else 4)) True),7,4,611.381,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if ((\fresh_38:Integer -> False) 70) then (if True then 4 else 1) else (if (if False then True else False) then 4 else 4)),16,4,1427.244,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if (! False) then (\fresh_39:Integer -> 4) else (\fresh_39:Integer -> 1)) 796),10,4,871.481,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then 4 else 1),4,2,342.053,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_46:Integer -> 4) -356),4,3,366.72,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if ((\fresh_52:Boolean -> True) False) then 4 else 4),7,4,591.75,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then 4 else ((\fresh_64:Boolean -> 1) True)),7,4,600.416,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if (if False then True else True) then 4 else (if True then 4 else 1)),10,3,870.47,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_78:Boolean -> 4) (! False)),6,3,548.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if False then ((\fresh_83:Integer -> fresh_83) 536) else 4),7,4,621.403,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,153.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if False then 1 else 4),4,2,342.842,4
