Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,0,1
