Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
Integer,Integer,((if True then (if False then (/Int -736) else (\fresh_1:Integer -> -120)) else (if True then (\fresh_1:Integer -> -258) else (\fresh_1:Integer -> -643))) -872),17,5,1615.939,-120
Integer,Integer,-127,1,1,704.636,-127
Integer,Integer,-416,1,1,714.028,-416
Integer,Integer,(if (if False then True else (if True then (if False then True else False) else False)) then -806 else -35),13,5,1316.706,-35
Integer,Integer,((if (if False then True else False) then (\fresh_12:Object -> 109) else (\fresh_12:Object -> -654)) False),11,4,1154.026,-654
Integer,Integer,(if (if (if False then True else True) then (if False then False else True) else False) then ((if True then (\fresh_23:Boolean -> -310) else (\fresh_23:Boolean -> 101)) False) else 445),20,5,1831.051,-310
Integer,Integer,229,1,1,702.907,229
Integer,Integer,-290,1,1,709.464,-290
Integer,Integer,(if True then -39 else 192),4,2,764.171,-39
Integer,Integer,-279,1,1,709.144,-279
Integer,Integer,(if (if False then True else (! False)) then -565 else 164),9,4,1036.451,-565
Integer,Integer,((\fresh_26:Object -> 226) ceil),4,3,765.023,226
Integer,Integer,412,1,1,714.372,412
Integer,Integer,((if (! True) then (\fresh_27:Boolean -> (if True then (if False then -39 else 179) else 142)) else (if False then (\fresh_27:Boolean -> -542) else (\fresh_27:Boolean -> 68))) False),20,6,1848.208,68
Integer,Integer,(if (if True then True else True) then ((\fresh_36:Boolean -> -284) True) else 222),10,4,1057.912,-284
Integer,Integer,(if False then 437 else -156),4,2,773.166,-156
Integer,Integer,((if True then (\fresh_37:Integer -> ((\fresh_39:Boolean -> fresh_37) False)) else (\fresh_37:Integer -> fresh_37)) -59),11,6,1181.302,-59
Integer,Integer,(if ((if False then (<=Int 2) else (==Int -462)) -244) then 486 else (if ((if True then (\fresh_43:Integer -> False) else (\fresh_43:Integer -> False)) 316) then (if False then -108 else -117) else -155)),26,6,2400.213,-155
Integer,Integer,-185,1,1,705.275,-185
Integer,Integer,((\fresh_48:Integer -> fresh_48) 274),4,3,769.045,274
Integer,Integer,345,1,1,712.879,345
Integer,Integer,(if ((if False then (\fresh_49:Integer -> False) else (!=Int -228)) (if (if True then False else False) then -141 else -98)) then -206 else 223),18,5,1693.315,-206
Integer,Integer,-38,1,1,706.666,-38
Integer,Integer,-85,1,1,705.432,-85
Integer,Integer,-812,1,1,725.453,-812
Integer,Integer,-172,1,1,705.27,-172
Integer,Integer,103,1,1,706.093,103
Integer,Integer,611,1,1,724.576,611
Integer,Integer,-57,1,1,706.438,-57
Integer,Integer,219,1,1,702.527,219
Integer,Integer,(if True then ((if True then (if False then string_length else string_length) else string_length) "DXclWkLAzlOluTRdUsOmLCxmIxDyWxlAWdUEgCaIyMbYHSMegkpUPkRrraJHMLZvOcahEdJiZVwhWBrLFDeVgabnfPVnXRzyWxbYDgpGspRVaXArrGesjdzMSjAzjWmQCqKEvbHVZtlauBHyUFTDFrdajkhCbzy") else ((if True then (\fresh_59:Integer -> 120) else (\fresh_59:Integer -> -516)) -803)),19,5,1786.544,159
Integer,Integer,(if (if True then (! (if False then True else True)) else (if (if (! True) then False else False) then True else True)) then (if True then 30 else 203) else -121),23,6,2141.455,-121
Integer,Integer,(if True then ((\fresh_79:Boolean -> 256) True) else (if True then ((\fresh_85:String -> -186) "nPqSRVBuCnlTPVjRAYxxYjGGbEDBizZdjWoppALItRjQsYyYvZ") else 46)),13,5,1295.283,256
Integer,Integer,208,1,1,702.781,208
Integer,Integer,-353,1,1,712.266,-353
Integer,Integer,((if True then (\fresh_88:Boolean -> -406) else (\fresh_88:Boolean -> (if (if False then True else False) then 256 else -77))) ((\fresh_89:Double -> True) 590.2367072192775)),17,6,1621.092,-406
