Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
Integer,Integer,-339,1,1,85.94,-339
Integer,Integer,591,1,1,92.159,591
Integer,Integer,97,1,1,80.435,97
Integer,Integer,716,1,1,95.652,716
Integer,Integer,620,1,1,93.054,620
Integer,Integer,272,1,1,81.9,272
Integer,Integer,20,1,1,81.097,20
Integer,Integer,359,1,1,85.063,359
Integer,Integer,464,1,1,88.102,464
Integer,Integer,251,1,1,80.706,251
Integer,Integer,381,1,1,85.519,381
Integer,Integer,316,1,1,83.859,316
Integer,Integer,256,1,1,80.944,256
Integer,Integer,-211,1,1,84.031,-211
Integer,Integer,-63,1,1,81.429,-63
Integer,Integer,-165,1,1,82.767,-165
Integer,Integer,-550,1,1,93.004,-550
Integer,Integer,10,1,1,81.297,10
Integer,Integer,-241,1,1,84.495,-241
Integer,Integer,-66,1,1,81.412,-66
Integer,Integer,-181,1,1,83.12,-181
Integer,Integer,-121,1,1,81.947,-121
Integer,Integer,47,1,1,81.609,47
Integer,Integer,-433,1,1,88.089,-433
Integer,Integer,317,1,1,83.888,317
Integer,Integer,-447,1,1,88.428,-447
Integer,Integer,158,1,1,78.598,158
Integer,Integer,119,1,1,79.484,119
Integer,Integer,647,1,1,93.921,647
Integer,Integer,-296,1,1,84.546,-296
Integer,Integer,-492,1,1,90.384,-492
Integer,Integer,373,1,1,85.245,373
Integer,Integer,191,1,1,78.525,191
Integer,Integer,-74,1,1,81.446,-74
Integer,Integer,-33,1,1,81.518,-33
Integer,Integer,752,1,1,96.42,752
Integer,Integer,161,1,1,78.543,161
Integer,Integer,-74,1,1,81.446,-74
Integer,Integer,187,1,1,78.48,187
Integer,Integer,193,1,1,78.575,193
Integer,Integer,-258,1,1,84.769,-258
Integer,Integer,-197,1,1,83.641,-197
Integer,Integer,-296,1,1,84.546,-296
Integer,Integer,-129,1,1,82.137,-129
Integer,Integer,25,1,1,81.197,25
Integer,Integer,-440,1,1,88.217,-440
Integer,Integer,277,1,1,82.202,277
Integer,Integer,-35,1,1,81.5,-35
Integer,Integer,146,1,1,78.947,146
Integer,Integer,104,1,1,80.136,104
Integer,Integer,19,1,1,81.108,19
Integer,Integer,160,1,1,78.55,160
Integer,Integer,-395,1,1,87.71,-395
Integer,Integer,-92,1,1,81.808,-92
Integer,Integer,410,1,1,86.744,410
Integer,Integer,1074,1,1,98.06,1074
Integer,Integer,-316,1,1,85.126,-316
Integer,Integer,462,1,1,88.053,462
Integer,Integer,-334,1,1,85.715,-334
Integer,Integer,-121,1,1,81.947,-121
Integer,Integer,-297,1,1,84.571,-297
Integer,Integer,118,1,1,79.523,118
Integer,Integer,-146,1,1,82.501,-146
Integer,Integer,-161,1,1,82.7,-161
Integer,Integer,547,1,1,91.273,547
Integer,Integer,374,1,1,85.267,374
Integer,Integer,183,1,1,78.48,183
Integer,Integer,-296,1,1,84.546,-296
Integer,Integer,-6,1,1,81.578,-6
Integer,Integer,-424,1,1,88.02,-424
Integer,Integer,-514,1,1,91.435,-514
Integer,Integer,222,1,1,79.571,222
Integer,Integer,123,1,1,79.388,123
Integer,Integer,-179,1,1,83.065,-179
Integer,Integer,131,1,1,79.255,131
Integer,Integer,254,1,1,80.83,254
Integer,Integer,442,1,1,87.702,442
Integer,Integer,-473,1,1,89.482,-473
Integer,Integer,-374,1,1,87.26,-374
Integer,Integer,216,1,1,79.401,216
Integer,Integer,85,1,1,80.965,85
Integer,Integer,-550,1,1,93.004,-550
Integer,Integer,-1123,1,1,98.978,-1123
Integer,Integer,592,1,1,92.181,592
Integer,Integer,-324,1,1,85.357,-324
Integer,Integer,1096,1,1,98.088,1096
Integer,Integer,-461,1,1,88.959,-461
Integer,Integer,237,1,1,80.174,237
Integer,Integer,227,1,1,79.756,227
Integer,Integer,512,1,1,90.068,512
Integer,Integer,333,1,1,84.461,333
Integer,Integer,196,1,1,78.694,196
Integer,Integer,-43,1,1,81.514,-43
Integer,Integer,500,1,1,89.622,500
Integer,Integer,465,1,1,88.144,465
Integer,Integer,-110,1,1,81.937,-110
Integer,Integer,393,1,1,86.027,393
Integer,Integer,173,1,1,78.529,173
Integer,Integer,21,1,1,81.105,21
Integer,Integer,-237,1,1,84.445,-237
