Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then ((\fresh_1:Integer -> 4) -429) else (if (if (if (! False) then True else False) then (! False) else True) then ((\fresh_11:String -> 1) "JbBMYsavplnUSoxqBeVvnpGCJPjgyaZKEbYBSKcXpDoQfcITJNmUNFexwmTnaraHkLVYAUdobYjVFOstSliYRLNYMBKBoNAyFqVFAWoGNbPSPLpIiDOYkfunKwkyaMupQyXdSSNhCVzsZkmdWCEBqzJwJNatkpomJLLjPAwRaOFOUKFycDoLRNwxMfPVFyUVUkgyzDGObWRnZrshypWuPvHjZwynPJLBJiTuNOXcOpidWFMeke") else 1)),23,6,2111.043,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if True then ((\fresh_31:String -> (\fresh_15:Integer -> 4)) "sgafgptDCQFFEjPinc") else (if ((\fresh_41:Top -> True) -499.8638044829774) then (\fresh_15:Integer -> fresh_15) else (\fresh_15:Integer -> fresh_15))) ((if (! (if False then False else True)) then (\fresh_16:Integer -> 20) else (\fresh_16:Integer -> 607)) -214)),30,6,2722.639,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if (if (if True then (! False) else (! False)) then True else True) then (\fresh_42:Integer -> 4) else (\fresh_42:Integer -> 4)) -32),18,6,1681.271,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_61:Top -> 4) 399),4,3,714.6,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if False then 1 else (if True then (if True then (if False then 1 else (if False then 1 else 4)) else 1) else 1)),16,6,1546.508,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if (! False) then ((\fresh_69:Integer -> (if False then 1 else 4)) ((if False then (\fresh_70:Boolean -> -94) else (\fresh_70:Boolean -> -70)) False)) else 1),19,6,1752.433,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then 4 else 1),4,2,697.743,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(((\fresh_76:Top -> (\fresh_75:Boolean -> 4)) %) True),7,5,893.149,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if False then (\fresh_80:Integer -> (if (if False then True else False) then fresh_80 else fresh_80)) else (\fresh_80:Integer -> 4)) (if True then ((\fresh_81:Boolean -> -391) False) else 89)),20,6,1850.442,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if False then (\fresh_84:Boolean -> 1) else ((\fresh_95:Boolean -> (\fresh_84:Boolean -> 4)) False)) (if False then False else False)),14,6,1336.918,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if True then (\fresh_96:Boolean -> 4) else (\fresh_96:Boolean -> 1)) False),8,4,888.306,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if (if (if (if False then False else False) then True else False) then True else (if False then False else True)) then (if False then 1 else (if (! True) then 1 else 4)) else 4),24,5,2212.724,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if True then (\fresh_114:Integer -> 4) else (if True then (\fresh_114:Integer -> 1) else (\fresh_114:Integer -> fresh_114))) (if (if True then False else False) then 481 else 819)),18,5,1667.963,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if False then (-Int -151) else (\fresh_118:Integer -> 4)) -159),9,4,1002.179,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if (if (if False then False else True) then (if True then True else True) else False) then 4 else (if False then (if False then 1 else 1) else ((\fresh_122:Object -> 4) 23))),22,5,2010.282,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,620.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if (if False then False else False) then (if (! False) then (\fresh_123:Integer -> (if False then fresh_123 else 4)) else (\fresh_123:Integer -> fresh_123)) else (\fresh_123:Integer -> (if (! False) then (if False then fresh_123 else 4) else 1))) ((\fresh_124:Integer -> -22) -63)),31,6,2799.248,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then ((if False then string_length else (if True then (\fresh_146:String -> 4) else string_length)) "lzmyiezTaYnmtEscElgrHpmrxAbrOXZJSbRdolStqulXgOnIyFgWYniklmtpqLoGQxMpiuuTNkQvNQcnBkmtLQf") else (if False then 1 else 1)),16,6,1522.139,4
