Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(((if False then ((\fresh_69:Boolean -> +Int) True) else (\fresh_2:Integer -> (\fresh_1:Integer -> 4))) ((\fresh_3:Boolean -> 252) (if True then False else False))) 397),19,6,1948.751,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then (if False then ((% -248) -30) else 4) else 1),11,5,1490.088,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if (if (((\fresh_77:Double -> !) ((\fresh_78:Integer -> -290.52300396095524) 229)) False) then False else ((\fresh_79:Integer -> False) (if (! (if False then False else False)) then 585 else ((\fresh_81:Boolean -> -370) True)))) then 4 else 4),29,7,2788.261,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,1133.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if True then ((\fresh_102:Integer -> (\fresh_82:Integer -> 4)) -209) else (\fresh_82:Integer -> 1)) ((if False then (-Int -164) else (if False then (\fresh_83:Integer -> fresh_83) else (\fresh_83:Integer -> fresh_83))) ((if True then (if True then (-Int -401) else (\fresh_84:Integer -> -477)) else (if False then (\fresh_84:Integer -> fresh_84) else (/Int -49))) -428))),40,7,3720.758,4
