Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,2663.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,(((if True then (if ((\fresh_98:Integer -> (if (if True then False else False) then (if False then False else True) else False)) (if False then 57 else 367)) then (if ((>=Int 432) -567) then (\fresh_95:Boolean -> (\fresh_1:String -> (if True then 1 else 1))) else (\fresh_95:Boolean -> string_length)) else (if True then (\fresh_95:Boolean -> (\fresh_1:String -> 1)) else (\fresh_95:Boolean -> string_length))) else (\fresh_95:Boolean -> (if True then string_length else string_length))) ((if (if False then (if False then False else False) else False) then (\fresh_96:Boolean -> (if (! fresh_96) then True else fresh_96)) else !) False)) ((if ((if (! True) then (\fresh_3:Top -> False) else (\fresh_3:Top -> False)) min) then ((\fresh_38:Integer -> (\fresh_2:Boolean -> ((\fresh_93:String -> fresh_93) "vTAmbnWQwYHowbhAJOtSfvDXmYbeqLTfKNJgMBQHKQVLkjeUQPy"))) (if (! False) then ((\fresh_46:Integer -> fresh_46) (if (! False) then -119 else 216)) else (if (if (if False then True else True) then True else True) then (if False then 700 else -192) else ((\fresh_48:Boolean -> -135) True)))) else (if False then (\fresh_2:Boolean -> "ZEKMOPyjWkjRLBfmaikNSmqkLjipqnxvYZsXzfRLeZMvgPBulwyMiOPHbAZfoBTXbtBiRb") else (\fresh_2:Boolean -> "fVAqoPBdmcjOtJILREGQEoEtJVXSqp"))) True)),120,9,11433.139,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,((\fresh_195:Integer -> 1) ((if (if False then False else ((\fresh_198:Integer -> False) 55)) then (if (if (! False) then ((\fresh_200:Integer -> True) 420) else False) then (if True then (\fresh_196:Boolean -> 339) else (\fresh_196:Boolean -> 351)) else (if ((!=Int 286) -299) then (\fresh_196:Boolean -> -510) else (\fresh_196:Boolean -> 439))) else (\fresh_196:Boolean -> ((\fresh_214:Integer -> -234) 377))) (if ((\fresh_197:Double -> False) 128.41300943996654) then False else True))),50,8,5542.608,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,2663.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,(if (if False then (((\fresh_226:Boolean -> (\fresh_225:Top -> False)) (if (! (if (! False) then True else True)) then False else False)) "zziGrxGPQNcZfvAOwhvqbNqXcRXRsgwYkBFCBcldQcifbZJLnZ") else False) then ((if True then (if False then (if True then (\fresh_259:Integer -> (if False then fresh_259 else fresh_259)) else (\fresh_259:Integer -> 1)) else (if False then (\fresh_259:Integer -> 1) else (if False then (\fresh_259:Integer -> fresh_259) else (\fresh_259:Integer -> 1)))) else (if False then (\fresh_259:Integer -> 1) else (\fresh_259:Integer -> ((\fresh_307:Boolean -> fresh_259) False)))) (if True then ((if False then (\fresh_260:Integer -> fresh_260) else (\fresh_260:Integer -> (if False then fresh_260 else fresh_260))) ((\fresh_261:Boolean -> 640) True)) else -129)) else 1),72,9,7162.83,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,(((\fresh_318:Boolean -> (if True then ((\fresh_320:String -> (\fresh_308:Integer -> (if True then 1 else fresh_308))) "NfjGpyYkOprocbeDqoepibfDIDTmnBpCxwqQtdXlOGEwiMDMDuJryXSXuuskCWsMdbAFUGfbPFJZaGTPjpTPTgJSPfGVrDvOLcYaywnrEJNnTcPYJWkRvrUXCbejo") else (\fresh_308:Integer -> (if (if False then True else False) then ((\fresh_325:Boolean -> fresh_308) fresh_318) else fresh_308)))) (if True then False else (if True then (if False then (if ((\fresh_319:Object -> True) "QYykFOlRCvYGMMTTSyAbzAxyDDb") then False else False) else False) else False))) (if (if False then (if False then False else True) else False) then ((\fresh_309:Boolean -> -373) (if False then (if False then (if True then (! False) else False) else False) else ((\fresh_315:Integer -> True) ((\fresh_316:Boolean -> 16) False)))) else (if (if True then False else (if (if True then False else (! False)) then (if False then False else False) else (if (if False then True else False) then False else False))) then -130 else -520))),93,9,9005.545,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,2663.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,2663.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,((if ((if ((if (if True then False else False) then ! else (And True)) True) then (!=Int -271) else (if (if True then (if False then False else True) else True) then (\fresh_327:Integer -> False) else (\fresh_327:Integer -> ((\fresh_346:Integer -> True) fresh_327)))) (((\fresh_329:Boolean -> (\fresh_328:Boolean -> -245)) (if ((\fresh_330:Integer -> False) 263) then True else False)) True)) then (if (((\fresh_350:Integer -> !) -275) (if True then False else False)) then (if ((\fresh_351:String -> True) "FlaNSwOCthyJmrbYTWVoGkrZJMxgBhNtpTTiekSrRbVwJNrYOdtAYYavYnsgmPURxLyWzvLJIXyFsIOnVWllZSQgxfPJBsTSNeeJWLBckkIlqkJunwvjOXUbSFxdoDCpldiGHQumVXnqhAujiJpJxRJmLDIXwKdOCtnxQLwlFvROFEhQAyBlnvknEOSljqIBhVengnPgAyrHUZEjRroPYaFTOVhNWfwDqVTaZhCoIAOJclpObRhWOfkzUeOPYHEqynG") then (\fresh_326:Boolean -> ((\fresh_357:Boolean -> (if False then 1 else 1)) (if False then False else False))) else (\fresh_326:Boolean -> 1)) else (if False then ((\fresh_358:Integer -> (\fresh_326:Boolean -> fresh_358)) 100) else (if (if (! True) then False else False) then (\fresh_326:Boolean -> 1) else (\fresh_326:Boolean -> 1)))) else (if False then (if True then (if ((>Int 415) -39) then (\fresh_326:Boolean -> 1) else (\fresh_326:Boolean -> (if True then 1 else (if fresh_326 then 1 else 1)))) else (if (if (! True) then False else (if False then True else False)) then (\fresh_326:Boolean -> 1) else (if False then (\fresh_326:Boolean -> 1) else (\fresh_326:Boolean -> (if fresh_326 then 1 else 1))))) else (\fresh_326:Boolean -> (if fresh_326 then 1 else 1)))) False),139,9,13022.931,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,2663.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,(if (if False then True else (if False then False else (if (if ((\fresh_402:Object -> False) (if False then "NeLPaayseuSZbmWgdWcjQujlfyFgZUMhymHuVdruYYjmgWxuJPxRMvkGRLIjKEqelfOjqrFIt" else -169.68258543475477)) then False else False) then False else True))) then (if (((\fresh_417:Integer -> !) ((\fresh_418:Integer -> fresh_418) -453)) ((if False then (\fresh_404:Integer -> True) else (\fresh_404:Integer -> False)) 13)) then 1 else 1) else (((if False then (if False then (\fresh_421:Boolean -> (if False then (\fresh_420:Boolean -> 1) else (\fresh_420:Boolean -> 1))) else (\fresh_421:Boolean -> (\fresh_420:Boolean -> (if fresh_421 then 1 else 1)))) else (\fresh_421:Boolean -> (\fresh_420:Boolean -> 1))) False) False)),63,9,6490.371,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,((\fresh_465:Boolean -> 1) False),4,3,2720.8,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,2663.0,1
