Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_1:Boolean -> 4) (! True)),6,3,590.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_10:Boolean -> 4) True),4,3,451.145,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_11:Boolean -> 4) ((if (if True then False else True) then ! else !) True)),12,5,1034.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then 4 else 1),4,2,456.617,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_22:Boolean -> ((\fresh_23:Integer -> 4) 108)) (if (if True then False else True) then True else False)),13,5,1100.581,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if ((<=Int -573) 132) then 4 else 1),8,4,763.932,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_28:Boolean -> ((\fresh_33:Boolean -> 4) fresh_28)) True),7,5,673.056,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_34:Integer -> 4) -605),4,3,472.859,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,385.0,4
