Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,((\fresh_1:String -> (if (if True then True else True) then 1 else (if False then 1 else 1))) (if (if True then False else (if (! True) then False else False)) then ((\fresh_3:Boolean -> "acTAFWPRbxcCVlBPzBvAaSVsAsHcAJGJXDTYbmozkCYlvXfeAaFZyOmdIfBBgmiMKrLFCONOBRhgTdOIaRUdXmIGJVyIFwJJUrqzwURoezKRkOolx") ((\fresh_4:Top -> True) 838.5610921515151)) else ((\fresh_12:Integer -> "loqoxzooVPomUWeqZuHygHXZbLRSKPPtIwEJZBnvUXx") 81))),33,6,3099.956,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,((if (! False) then (if (if (if True then False else True) then True else True) then (if True then (\fresh_15:Object -> 1) else (\fresh_15:Object -> (if False then 1 else 1))) else (\fresh_15:Object -> 1)) else (\fresh_15:Object -> 1)) False),27,7,2552.119,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,((if ((\fresh_25:Integer -> True) 238) then (if True then (\fresh_24:Boolean -> (if False then (if fresh_24 then 1 else 1) else 1)) else (\fresh_24:Boolean -> 1)) else (if True then (\fresh_24:Boolean -> (if True then 1 else 1)) else (if True then (\fresh_24:Boolean -> 1) else (\fresh_24:Boolean -> (if False then 1 else 1))))) True),35,7,3174.986,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,1,1,1,1357.0,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,(if True then (if ((\fresh_39:Boolean -> True) (! (! False))) then ((\fresh_42:Boolean -> ((\fresh_44:Boolean -> 1) False)) False) else 1) else (if False then 1 else 1)),23,7,2319.568,1
{ x:Integer where ((&& ((>[??] x) 0)) ((<[??] x) 10)) },Smaller than 10 Natural,((if False then (if ((if True then (>Int 369) else (\fresh_46:Integer -> False)) (if False then -89 else -154)) then ((if False then /Int else %) 448) else (if True then (% 186) else (/Int 621))) else (if True then (\fresh_45:Integer -> 1) else (\fresh_45:Integer -> fresh_45))) 200),37,7,3469.935,1
