Typee,Pretty Typee,Individual,Tree Size,Tree Depth,Diversity,Semantic Diversity
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if False then 1 else ((if True then (\fresh_1:Integer -> ((\fresh_2:Integer -> 4) 109)) else (\fresh_1:Integer -> 1)) -94)),14,7,3333.337,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,2878.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(((if False then (if (if False then False else True) then % else %) else (if False then +Int else (if False then % else (\fresh_13:Integer -> (if False then (-Int fresh_13) else (\fresh_12:Integer -> 4)))))) -27) 887),27,9,4162.701,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,2878.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((\fresh_24:Integer -> ((\fresh_25:Boolean -> (if ((if fresh_25 then ! else !) True) then 4 else 4)) (if True then False else False))) -308),18,8,3623.72,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(if True then (if False then ((if (if (if False then True else True) then True else False) then (if False then (((\fresh_33:Integer -> *Int) (if True then 355 else 324)) -390) else (\fresh_29:Integer -> 1)) else (if (! (if True then False else True)) then (\fresh_29:Integer -> fresh_29) else (\fresh_29:Integer -> fresh_29))) -33) else 4) else (if (if (((\fresh_46:Integer -> !) 398) ((\fresh_44:Top -> (if True then False else (if True then True else True))) sqrt)) then ((\fresh_57:Integer -> False) (if True then -191 else ((\fresh_59:Boolean -> -695) True))) else (((if True then && else And) False) (if (if True then False else True) then ((if False then (\fresh_61:Integer -> True) else (\fresh_61:Integer -> False)) -828) else False))) then 1 else ((\fresh_65:Integer -> (if False then (if False then (if True then fresh_65 else fresh_65) else (if (if False then True else True) then fresh_65 else (if True then fresh_65 else fresh_65))) else fresh_65)) 68))),110,9,10625.478,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,2878.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,(((if False then ((\fresh_73:Integer -> (\fresh_68:Boolean -> (\fresh_67:Integer -> 1))) (if True then 451 else (if False then (if True then -67 else 641) else -121))) else (if ((if True then ! else (--> True)) False) then (\fresh_68:Boolean -> (\fresh_67:Integer -> (if fresh_68 then 4 else (if fresh_68 then fresh_67 else 4)))) else (\fresh_68:Boolean -> ((\fresh_158:Boolean -> (\fresh_67:Integer -> 4)) fresh_68)))) (if (if True then (if True then True else (if False then False else False)) else (if ((\fresh_69:Integer -> True) (if True then 472 else 198)) then False else (! ((--> True) (if False then True else True))))) then False else False)) 679),75,9,7678.085,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,2878.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if False then (\fresh_159:String -> ((if False then (if True then (\fresh_160:Boolean -> (if False then 1 else 1)) else (\fresh_160:Boolean -> 1)) else (\fresh_160:Boolean -> 1)) True)) else (if (if (if (! True) then ((<Int (string_length "lTqZaPdYTEpddJtmYjshyIoqDPESiWaYTntwaIKcQlCYdqafTcUyvRftQbjRcsomazzZszmr")) 138) else (if True then False else True)) then (if (if False then False else False) then (if (if True then False else False) then (if False then True else True) else True) else False) else (! True)) then (if ((\fresh_177:Boolean -> True) True) then (if (if True then True else (if False then False else True)) then (\fresh_159:String -> 4) else (if False then string_length else (if False then string_length else (\fresh_159:String -> 4)))) else (if (if (if False then False else True) then True else True) then (if False then string_length else (if True then (\fresh_159:String -> 4) else string_length)) else (\fresh_159:String -> 4))) else (\fresh_159:String -> 4))) "nqqtFrmxWmdDoElayGnWGYVZBBrBlAUiMEhaiWAAcvGLPTWnAtvddhCPybRfaPVixsuvTCoslBo"),99,9,9600.978,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,((if False then (if False then (if (if True then (! False) else False) then (\fresh_189:Integer -> 1) else (if (! (if True then True else False)) then (\fresh_189:Integer -> 1) else (if ((\fresh_198:Integer -> True) -288) then (\fresh_189:Integer -> fresh_189) else (\fresh_189:Integer -> fresh_189)))) else (if (! False) then (+Int 133) else (if ((\fresh_204:Top -> False) 220.2515765657111) then (\fresh_189:Integer -> fresh_189) else (*Int (if True then -377 else 112))))) else ((\fresh_218:Object -> (\fresh_189:Integer -> 4)) (if True then "RWKFMWigCltLZpuPfAPQTPOux" else -854))) (if False then ((if (! (if ((\fresh_192:Integer -> False) 476) then True else True)) then (\fresh_190:Boolean -> (if (if fresh_190 then fresh_190 else (if fresh_190 then False else fresh_190)) then -193 else 680)) else (if False then (\fresh_190:Boolean -> -470) else (if (if False then False else True) then (\fresh_190:Boolean -> 318) else (if True then (\fresh_190:Boolean -> -517) else (\fresh_190:Boolean -> -320))))) True) else -52)),103,9,10030.72,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,2878.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,2878.0,4
{ x:Integer where ((==[??] ((% x) 4)) 0) },Multiple of 4,4,1,1,2878.0,4
