Typee,Individual,Diversity,Semantic Diversity
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,-4,7.648275251635898,792
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
z3-default M4,4,0.07725530557207994,8
